crop_type,area_hectares,days_since_sowing,ndvi_trend,avg_temp,cum_rainfall,yield_kg
RICE,4.4,94,0.782,22.8,354.9,18882.33
MAIZE,3.7,51,0.781,29.8,720.1,23203.92
PULSES,3.95,72,0.416,29.2,487.8,2871.65
SUGARCANE,3.12,279,0.204,22.8,261.7,87973.38
SUGARCANE,2.6,39,0.671,34.8,575.6,167459.76
COTTON,3.8,112,0.723,25.1,714.9,6490.54
WHEAT,4.76,32,0.728,17.7,540.1,14936.56
RICE,2.96,11,0.783,16.7,694.3,11902.01
MAIZE,1.56,38,0.814,25.2,766.8,10214.64
WHEAT,2.98,123,0.425,15.1,776.3,7195.8
COTTON,4.39,25,0.637,31.1,125.2,3553.21
WHEAT,0.57,114,0.75,17.2,313.4,1858.62
WHEAT,1.83,46,0.686,26.1,262.9,6464.82
COTTON,3.6,49,0.722,27.1,496.6,5661.98
MAIZE,1.38,102,0.464,27.1,136.9,4577.92
RICE,7.19,41,0.656,32.1,630.7,26068.39
COTTON,9.31,52,0.527,17.6,669.2,10347.94
COTTON,3.25,102,0.261,15.8,619.4,1759.25
RICE,1.71,79,0.665,32.9,126.7,4381.74
PULSES,9.46,41,0.773,32.4,144.7,5718.47
RICE,9.33,43,0.761,31.0,265.9,42627.52
WHEAT,5.73,54,0.752,26.1,507.7,19206.65
WHEAT,7.68,137,0.262,29.2,68.7,7222.17
COTTON,5.8,39,0.423,31.5,515.4,7241.81
COTTON,2.88,71,0.497,26.5,289.2,3397.92
MAIZE,9.6,73,0.542,21.1,626.1,46286.12
MAIZE,2.27,104,0.734,34.3,474.8,12160.16
MAIZE,3.91,29,0.81,23.6,332.9,26394.09
COTTON,3.65,127,0.74,20.5,383.0,5747.41
COTTON,3.52,123,0.835,23.4,470.1,5691.17
SUGARCANE,1.06,193,0.654,20.6,409.2,80791.3
SUGARCANE,2.03,323,0.471,21.0,630.4,113667.46
WHEAT,3.57,12,0.785,19.8,155.6,12252.91
WHEAT,3.36,11,0.466,24.1,144.5,5786.66
MAIZE,3.75,60,0.479,21.8,393.9,18622.52
SUGARCANE,9.32,206,0.75,31.2,61.2,491173.29
MAIZE,4.8,40,0.162,28.1,515.4,11333.3
SUGARCANE,3.27,102,0.346,21.4,453.4,94402.3
SUGARCANE,4.18,33,0.832,17.8,376.3,280515.12
PULSES,6.36,21,0.67,20.9,167.7,6069.0
WHEAT,0.75,32,0.758,30.4,728.9,2602.82
WHEAT,6.11,113,0.692,32.2,675.7,18091.39
WHEAT,8.28,18,0.135,19.6,167.7,10116.34
SUGARCANE,7.91,193,0.68,23.4,553.6,581585.65
SUGARCANE,2.77,134,0.774,24.8,415.4,215501.88
RICE,1.05,12,0.766,21.8,124.6,3119.59
MAIZE,4.08,101,0.568,16.3,605.0,17368.09
SUGARCANE,3.44,240,0.774,33.0,220.2,220322.06
MAIZE,7.41,37,0.697,34.2,538.2,41440.08
SUGARCANE,7.8,155,0.708,29.7,678.4,597232.91
PULSES,1.62,47,0.202,28.6,574.5,560.13
RICE,6.87,73,0.734,23.6,93.8,20475.71
COTTON,6.66,117,0.655,26.5,465.3,11342.15
PULSES,3.55,80,0.782,30.9,518.7,3393.56
WHEAT,1.16,39,0.775,28.6,381.3,4036.81
COTTON,6.51,62,0.677,19.0,414.7,10783.55
SUGARCANE,1.98,80,0.777,29.4,535.3,150441.95
WHEAT,9.16,31,0.819,27.1,194.4,30760.15
PULSES,2.83,53,0.459,30.0,473.4,2077.72
WHEAT,7.18,28,0.702,21.9,544.0,25279.17
COTTON,4.11,63,0.746,34.3,585.2,5535.6
PULSES,5.76,73,0.764,32.6,305.6,4706.63
SUGARCANE,1.82,58,0.705,32.4,660.9,122738.17
WHEAT,7.15,110,0.736,32.3,707.6,22187.55
MAIZE,1.1,28,0.849,21.3,309.1,7595.58
WHEAT,5.15,103,0.475,30.0,510.2,13813.44
MAIZE,5.52,75,0.735,18.3,660.6,36715.28
PULSES,3.99,25,0.731,17.8,54.4,2466.98
WHEAT,9.72,117,0.757,21.7,132.4,24712.71
RICE,8.73,108,0.739,23.4,419.1,38785.66
WHEAT,7.53,15,0.54,19.3,563.6,18832.07
WHEAT,1.19,38,0.824,28.1,725.8,4057.29
WHEAT,3.28,136,0.847,28.8,691.0,11739.72
PULSES,0.56,54,0.31,24.3,707.9,199.05
SUGARCANE,3.27,345,0.655,19.6,508.2,242573.34
MAIZE,4.8,97,0.626,33.9,630.6,18982.9
PULSES,7.45,29,0.622,29.0,252.3,5130.15
COTTON,5.14,123,0.689,27.6,553.2,8776.73
SUGARCANE,4.55,12,0.848,32.7,669.1,283713.66
RICE,8.97,102,0.47,33.4,144.9,17620.46
SUGARCANE,2.43,118,0.74,26.5,67.2,134775.12
WHEAT,9.42,113,0.798,16.7,205.1,28376.48
MAIZE,6.58,42,0.469,23.7,737.0,30425.12
SUGARCANE,9.86,224,0.793,16.0,700.3,659079.96
SUGARCANE,4.01,57,0.37,22.5,668.7,117547.32
RICE,1.24,52,0.672,21.9,724.7,5573.52
PULSES,6.6,79,0.452,25.5,432.2,4818.02
PULSES,7.49,46,0.664,20.6,254.0,7091.71
COTTON,4.16,140,0.787,31.7,193.2,6956.19
RICE,3.11,92,0.712,21.4,429.3,13269.49
SUGARCANE,6.57,62,0.25,21.4,261.4,176785.37
COTTON,5.71,19,0.835,15.7,716.4,8725.51
PULSES,1.48,87,0.762,29.1,412.8,1407.01
RICE,1.51,76,0.223,31.0,783.3,2322.46
SUGARCANE,5.93,207,0.766,29.3,201.5,442875.46
COTTON,1.12,20,0.608,21.7,784.3,1304.67
WHEAT,2.93,27,0.734,23.8,162.5,10179.13
MAIZE,9.54,41,0.769,30.2,172.3,60818.33
COTTON,6.76,34,0.805,24.6,469.7,10670.51
MAIZE,5.62,44,0.224,24.7,701.8,12819.4
WHEAT,0.56,97,0.83,24.2,409.2,1948.38
SUGARCANE,5.82,341,0.713,27.8,658.3,457556.33
WHEAT,3.54,104,0.224,34.4,53.3,2708.03
WHEAT,9.44,11,0.763,24.4,714.5,34366.45
PULSES,4.84,38,0.793,18.3,412.8,4779.68
COTTON,9.24,39,0.802,20.8,289.3,15540.7
COTTON,6.7,109,0.806,16.2,381.9,9534.55
RICE,0.96,28,0.467,18.9,556.4,3068.58
PULSES,9.66,54,0.516,31.4,546.7,7292.84
RICE,7.7,116,0.306,23.5,140.2,8692.67
PULSES,5.01,58,0.772,22.0,349.1,5093.65
COTTON,3.31,106,0.697,20.8,249.5,5197.96
PULSES,3.98,30,0.343,33.9,789.8,1203.25
PULSES,3.96,68,0.63,18.6,678.3,2873.85
MAIZE,2.82,89,0.51,22.2,263.4,13768.5
COTTON,0.98,39,0.808,26.7,112.0,1182.23
RICE,7.58,22,0.729,31.6,163.5,31714.13
SUGARCANE,0.81,215,0.764,19.2,246.2,62174.95
MAIZE,6.18,81,0.159,21.4,430.7,15149.0
MAIZE,5.17,21,0.426,26.4,404.0,23801.74
MAIZE,4.15,100,0.733,27.7,689.8,27879.67
WHEAT,8.22,15,0.422,34.9,421.1,17240.49
PULSES,4.37,56,0.754,21.2,454.0,4224.14
SUGARCANE,9.07,265,0.47,15.8,75.8,332167.76
PULSES,6.75,12,0.783,16.7,549.9,5940.27
RICE,3.54,85,0.803,20.6,667.9,15569.0
RICE,4.31,93,0.661,27.9,594.1,19890.11
MAIZE,9.04,93,0.211,29.3,674.5,21046.8
RICE,1.35,17,0.658,16.0,665.6,5393.39
RICE,5.75,76,0.651,33.8,690.2,21573.16
RICE,2.15,92,0.167,29.0,259.0,3383.28
SUGARCANE,7.68,329,0.549,19.6,742.6,438951.57
PULSES,4.71,64,0.804,22.9,450.3,4729.44
SUGARCANE,7.99,52,0.677,27.7,439.9,605927.11
SUGARCANE,3.38,244,0.636,30.4,685.1,196317.71
PULSES,2.59,21,0.72,26.0,209.1,2635.83
WHEAT,0.58,120,0.691,24.0,427.9,2139.34
RICE,5.8,25,0.434,23.4,224.6,19485.58
PULSES,8.7,13,0.425,31.2,370.4,6383.07
RICE,5.34,71,0.83,28.2,457.0,24572.56
COTTON,9.3,120,0.831,28.3,68.4,10987.17
COTTON,8.85,51,0.73,26.8,188.1,14503.58
COTTON,5.39,141,0.79,18.9,532.7,8524.98
COTTON,9.9,93,0.76,27.8,557.0,16684.77
SUGARCANE,0.51,159,0.698,21.4,451.6,37838.92
MAIZE,6.41,71,0.737,34.5,677.0,35529.23
RICE,5.72,34,0.207,29.8,68.5,6104.87
RICE,9.23,47,0.738,32.8,635.5,33932.19
SUGARCANE,6.04,302,0.815,26.8,761.8,458219.12
COTTON,3.83,33,0.738,28.0,681.1,6198.4
COTTON,0.87,102,0.401,27.1,246.4,1053.85
PULSES,2.22,67,0.828,22.0,397.3,2098.85
WHEAT,6.6,46,0.654,17.0,707.9,20574.04
RICE,1.11,74,0.775,24.9,178.2,5008.17
RICE,4.31,92,0.436,18.6,220.3,13363.11
SUGARCANE,2.5,70,0.404,18.4,81.4,100768.1
COTTON,6.57,15,0.336,30.7,728.5,4001.61
COTTON,1.82,125,0.744,30.9,526.3,3151.39
PULSES,8.19,73,0.566,31.1,622.0,5781.86
PULSES,9.63,57,0.297,33.2,241.8,3011.72
SUGARCANE,9.08,116,0.711,33.8,214.2,584201.34
RICE,3.17,93,0.76,25.7,667.0,13744.27
SUGARCANE,2.39,147,0.807,26.2,692.1,186999.33
MAIZE,6.72,64,0.605,31.6,211.9,33799.89
MAIZE,5.42,40,0.822,31.2,404.6,35859.73
RICE,9.28,87,0.682,32.7,356.4,35762.93
SUGARCANE,2.58,342,0.699,34.5,373.0,170500.02
MAIZE,8.73,14,0.803,30.8,289.3,55080.35
PULSES,0.8,32,0.73,18.3,667.0,756.45
WHEAT,3.16,60,0.789,23.9,736.0,11112.1
WHEAT,8.52,90,0.808,21.9,521.7,30547.1
WHEAT,5.84,17,0.678,26.2,313.4,20257.38
PULSES,1.76,10,0.719,28.2,769.6,1671.7
WHEAT,3.76,26,0.743,20.3,562.8,13463.29
WHEAT,8.33,135,0.6,21.6,109.0,15258.08
RICE,1.56,40,0.538,20.5,701.7,4942.63
WHEAT,8.91,77,0.737,28.5,729.6,32323.3
MAIZE,1.55,16,0.749,25.6,465.5,10410.97
MAIZE,3.28,20,0.801,34.5,648.6,18996.61
PULSES,1.27,39,0.666,28.3,742.4,1237.69
MAIZE,3.47,97,0.741,15.6,623.7,19860.94
WHEAT,5.67,37,0.69,23.8,339.0,20951.7
WHEAT,8.54,91,0.49,23.5,591.4,22670.19
WHEAT,7.73,75,0.442,23.5,435.3,19839.69
SUGARCANE,9.77,345,0.682,26.8,749.7,746564.8
WHEAT,1.3,120,0.808,19.7,513.8,4500.97
RICE,4.64,73,0.19,15.6,297.4,6758.8
SUGARCANE,5.63,74,0.304,23.4,220.7,162429.56
WHEAT,9.55,65,0.696,30.5,739.8,33718.84
RICE,3.43,54,0.422,20.8,164.2,10586.63
SUGARCANE,8.25,215,0.659,28.6,464.7,653382.15
WHEAT,1.52,75,0.722,22.4,333.9,5181.76
SUGARCANE,1.11,179,0.655,20.7,244.1,88848.63
SUGARCANE,8.58,113,0.46,32.7,329.4,425371.29
RICE,8.92,97,0.438,34.6,412.9,23337.28
PULSES,1.52,12,0.787,17.3,554.9,1349.95
WHEAT,4.2,96,0.618,19.3,171.3,10334.33
COTTON,1.84,31,0.575,24.8,665.1,2131.96
RICE,6.14,41,0.83,30.7,382.0,27500.66
COTTON,7.89,39,0.486,26.3,561.8,9456.0
COTTON,6.61,98,0.578,31.8,110.7,5754.17
RICE,2.92,50,0.812,18.6,148.2,9125.09
PULSES,8.17,41,0.761,15.7,209.8,7599.86
PULSES,3.79,17,0.713,23.0,620.9,3582.22
PULSES,7.9,44,0.806,30.8,254.9,7965.57
COTTON,6.95,86,0.529,29.5,230.1,8276.59
SUGARCANE,1.41,48,0.599,28.3,384.8,75577.91
MAIZE,1.45,41,0.662,25.9,169.8,9094.3
WHEAT,5.59,53,0.697,15.6,462.6,17172.51
PULSES,1.23,59,0.795,27.7,216.7,1259.24
WHEAT,5.61,32,0.568,34.8,603.7,12329.72
COTTON,7.62,88,0.503,18.7,82.1,6307.08
RICE,2.94,101,0.66,24.5,56.6,8705.8
WHEAT,3.06,103,0.407,28.1,449.8,7917.15
RICE,2.21,68,0.724,30.3,711.6,9805.82
RICE,6.41,112,0.487,33.7,365.2,17387.45
SUGARCANE,4.26,183,0.673,18.7,370.8,314185.67
COTTON,4.74,39,0.562,25.0,612.6,5885.06
WHEAT,6.05,112,0.798,30.3,336.3,21884.54
SUGARCANE,2.58,22,0.749,24.2,196.7,205534.97
SUGARCANE,5.04,156,0.411,29.6,213.1,286622.53
PULSES,7.73,46,0.631,21.0,640.6,5780.29
WHEAT,5.2,62,0.4,34.0,132.8,8162.64
COTTON,7.9,86,0.784,22.5,271.6,12678.84
SUGARCANE,4.27,282,0.45,33.5,246.4,193642.51
MAIZE,4.19,58,0.763,26.9,726.8,28834.75
WHEAT,4.09,69,0.706,19.4,562.2,15002.23
WHEAT,4.31,68,0.419,21.9,781.6,11305.93
WHEAT,7.9,39,0.44,33.7,337.5,17359.4
MAIZE,1.11,43,0.799,28.7,484.3,7019.74
COTTON,2.12,141,0.746,25.4,65.3,2457.53
COTTON,7.12,112,0.604,24.6,557.9,8566.06
PULSES,8.01,76,0.6,24.5,263.6,5833.12
SUGARCANE,6.2,171,0.824,17.1,143.2,294119.95
COTTON,8.01,116,0.798,26.1,450.9,12690.49
RICE,4.61,73,0.81,32.1,698.9,16919.65
WHEAT,1.4,114,0.669,26.9,785.8,4862.22
MAIZE,4.76,32,0.581,17.1,497.5,20786.93
WHEAT,5.14,139,0.765,32.8,444.2,15670.68
SUGARCANE,6.66,309,0.756,34.0,573.3,419063.91
WHEAT,6.61,13,0.735,24.9,191.4,23693.61
WHEAT,1.59,66,0.566,23.4,140.4,2945.47
RICE,4.97,120,0.704,15.7,685.9,19308.19
SUGARCANE,8.43,134,0.683,22.1,271.9,650141.34
MAIZE,5.28,53,0.617,31.4,225.8,25591.62
SUGARCANE,5.71,73,0.82,35.0,213.4,378656.99
WHEAT,9.15,97,0.812,16.4,500.1,29682.22
MAIZE,5.8,18,0.602,33.1,673.6,24449.81
COTTON,9.03,37,0.638,29.1,354.4,10334.64
PULSES,5.65,39,0.702,20.2,668.6,5718.42
SUGARCANE,2.89,129,0.728,30.5,502.3,211596.59
COTTON,6.18,143,0.481,34.2,84.6,4450.97
PULSES,6.79,56,0.539,24.3,522.2,5091.52
RICE,5.84,105,0.608,29.1,395.7,18942.25
WHEAT,3.62,33,0.752,16.3,204.6,11999.13
COTTON,2.33,119,0.746,17.7,409.1,3365.37
MAIZE,9.76,100,0.189,28.0,534.8,23974.41
MAIZE,1.39,88,0.808,29.4,658.1,8771.56
PULSES,9.17,33,0.504,21.2,60.8,4802.65
RICE,6.66,49,0.684,30.2,464.6,30338.45
WHEAT,6.86,17,0.706,31.2,615.5,22957.52
SUGARCANE,3.42,220,0.829,16.8,551.2,237355.67
PULSES,1.12,53,0.705,27.3,482.0,1064.79
COTTON,3.84,148,0.416,18.9,79.2,3164.65
PULSES,1.78,51,0.298,27.5,431.4,661.6
COTTON,8.67,28,0.69,22.7,512.4,13849.5
SUGARCANE,6.14,99,0.841,19.8,336.7,467182.51
SUGARCANE,6.81,226,0.805,26.4,225.3,526323.77
RICE,5.9,21,0.55,25.8,615.9,19085.47
RICE,8.44,111,0.809,17.5,540.3,34621.13
MAIZE,0.52,64,0.523,18.8,357.6,2421.51
MAIZE,6.91,78,0.629,20.1,404.5,31849.66
PULSES,5.5,65,0.174,15.7,376.0,1836.95
MAIZE,2.17,41,0.442,33.9,758.5,8901.84
MAIZE,0.7,44,0.814,15.4,696.5,4017.91
SUGARCANE,6.52,277,0.637,27.2,709.4,380497.51
PULSES,8.72,41,0.811,27.1,770.1,8445.8
WHEAT,3.57,34,0.513,21.6,244.0,8796.12
SUGARCANE,5.47,12,0.768,26.8,255.5,423316.11
COTTON,2.52,80,0.314,27.2,351.5,1493.45
COTTON,4.58,147,0.462,15.3,575.6,4925.42
PULSES,0.71,65,0.667,20.2,380.2,673.52
RICE,9.65,37,0.463,34.0,586.9,27416.9
RICE,3.7,71,0.501,29.6,50.0,8154.32
SUGARCANE,7.42,226,0.299,22.7,546.6,202789.54
PULSES,6.99,36,0.691,34.3,508.0,5964.23
COTTON,5.97,93,0.845,33.5,293.2,8715.65
PULSES,3.68,62,0.791,30.8,222.0,3586.06
RICE,1.79,101,0.463,18.6,470.7,5482.9
PULSES,5.6,31,0.592,17.5,769.2,3753.81
MAIZE,1.03,97,0.529,32.4,799.2,4172.07
WHEAT,7.68,87,0.808,27.6,620.4,26356.05
PULSES,3.23,41,0.498,26.2,88.8,1609.26
MAIZE,5.37,38,0.818,15.4,109.6,22918.22
COTTON,5.72,106,0.42,31.1,536.4,6521.85
MAIZE,6.61,74,0.435,32.4,581.1,26860.03
SUGARCANE,4.07,253,0.693,21.6,160.0,327346.96
PULSES,4.51,42,0.706,27.6,243.6,4468.77
SUGARCANE,4.09,135,0.757,28.5,162.9,306185.98
COTTON,6.96,32,0.818,33.0,386.4,9487.93
RICE,8.92,48,0.721,24.2,371.0,39935.63
WHEAT,4.19,110,0.713,15.8,510.7,13817.47
SUGARCANE,5.14,263,0.749,30.5,330.8,386780.56
MAIZE,6.68,46,0.571,17.8,315.6,27963.76
PULSES,4.87,42,0.609,34.2,638.0,2973.35
COTTON,4.49,131,0.703,18.0,768.7,7393.7
COTTON,3.87,88,0.72,21.0,107.0,4583.55
WHEAT,6.69,63,0.768,30.8,532.5,22480.89
MAIZE,7.52,62,0.721,25.1,231.6,48592.23
MAIZE,3.76,77,0.332,28.1,367.0,8794.79
WHEAT,9.18,43,0.225,15.6,562.7,11014.71
RICE,8.69,14,0.656,35.0,602.6,31103.53
PULSES,2.83,49,0.801,22.2,366.1,2683.65
PULSES,7.77,74,0.797,31.7,795.2,7374.43
RICE,6.99,50,0.8,24.0,746.9,30453.95
RICE,3.46,49,0.735,16.9,532.1,13904.26
SUGARCANE,5.13,10,0.742,26.7,349.9,400970.64
COTTON,5.7,47,0.404,22.5,149.9,4742.09
SUGARCANE,6.07,18,0.774,20.5,173.1,454895.28
WHEAT,0.53,56,0.687,23.5,264.3,1775.56
MAIZE,8.46,97,0.757,18.5,166.7,54458.95
MAIZE,1.14,21,0.725,21.2,280.6,7800.59
WHEAT,5.74,33,0.797,25.0,175.7,20114.3
MAIZE,8.36,10,0.771,20.6,62.5,40157.28
PULSES,2.08,38,0.515,19.5,318.0,1435.01
PULSES,6.98,62,0.835,32.3,409.3,5636.09
RICE,9.71,56,0.785,15.2,316.5,37966.68
MAIZE,9.06,63,0.528,16.6,207.5,39616.7
SUGARCANE,7.87,196,0.567,24.8,501.7,433832.75
SUGARCANE,8.16,39,0.525,29.1,558.1,478595.5
WHEAT,9.73,106,0.812,31.8,779.8,32915.93
COTTON,3.78,55,0.691,32.1,490.7,5201.28
SUGARCANE,1.37,31,0.638,34.2,98.8,44544.63
COTTON,2.3,42,0.636,18.5,736.0,2650.37
SUGARCANE,8.82,304,0.818,34.6,685.2,596920.19
PULSES,9.28,32,0.713,24.4,194.9,8811.15
RICE,3.31,61,0.7,21.6,530.8,14363.66
RICE,9.55,51,0.688,31.2,272.6,41808.98
SUGARCANE,1.34,61,0.548,32.8,355.5,64510.57
MAIZE,6.8,50,0.731,31.8,374.1,45998.91
MAIZE,3.59,48,0.762,34.5,498.2,19330.84
COTTON,9.42,78,0.661,21.1,111.5,11008.62
PULSES,8.14,12,0.671,28.9,336.8,8172.0
PULSES,6.35,12,0.801,31.8,576.7,6303.12
WHEAT,2.02,74,0.798,23.1,156.0,7340.94
WHEAT,1.94,31,0.52,33.6,351.6,4284.92
COTTON,8.44,107,0.109,18.9,253.2,5100.93
PULSES,1.32,10,0.764,17.8,649.7,1191.8
PULSES,3.84,26,0.532,24.1,577.6,2670.22
RICE,0.94,92,0.619,20.3,304.7,3006.0
WHEAT,2.91,58,0.838,17.9,312.2,9030.12
WHEAT,9.06,21,0.849,32.7,652.1,25814.68
WHEAT,9.18,112,0.726,20.8,71.5,23278.42
WHEAT,2.99,117,0.603,32.7,247.6,6802.03
COTTON,7.08,97,0.766,20.1,112.6,8179.59
PULSES,6.05,52,0.843,20.2,76.5,4360.6
MAIZE,6.46,55,0.677,25.3,419.1,42672.92
SUGARCANE,4.71,205,0.789,33.2,510.0,318429.69
RICE,2.46,94,0.221,17.6,745.6,3664.03
RICE,8.9,22,0.608,26.1,56.8,19496.3
SUGARCANE,3.13,238,0.123,26.5,61.6,61402.84
WHEAT,3.63,75,0.525,31.0,624.0,9506.4
SUGARCANE,2.1,301,0.665,29.2,141.5,112732.73
SUGARCANE,7.45,195,0.738,26.2,491.4,595603.87
PULSES,4.38,37,0.597,21.6,215.8,3203.27
COTTON,5.19,75,0.582,23.1,520.1,6382.59
COTTON,8.43,94,0.782,26.9,175.1,14291.04
PULSES,5.58,33,0.438,33.1,587.7,3551.92
RICE,5.51,29,0.692,23.7,432.5,23863.0
SUGARCANE,7.41,358,0.222,33.1,529.4,176400.01
SUGARCANE,9.52,152,0.76,24.6,251.6,716966.37
MAIZE,8.39,70,0.666,22.1,200.5,57797.32
MAIZE,9.02,97,0.479,27.6,742.8,44162.01
COTTON,3.11,127,0.125,28.7,579.3,1827.03
SUGARCANE,4.16,90,0.715,17.4,611.1,277270.1
SUGARCANE,6.38,227,0.695,27.3,316.7,482333.49
MAIZE,7.9,65,0.672,23.1,447.0,51758.17
PULSES,0.58,16,0.691,29.7,663.6,548.99
RICE,4.26,34,0.421,29.7,481.7,13839.49
WHEAT,2.14,81,0.755,30.2,643.9,7318.09
PULSES,6.2,71,0.761,26.4,439.9,5987.03
PULSES,7.09,20,0.61,34.4,255.9,4466.49
WHEAT,9.14,11,0.821,32.4,379.0,26641.36
SUGARCANE,4.29,258,0.719,20.2,362.6,314334.51
WHEAT,6.06,110,0.828,24.7,250.5,21859.66
COTTON,6.51,45,0.66,21.7,204.7,11198.21
MAIZE,6.43,18,0.788,29.2,665.8,41797.29
COTTON,7.52,49,0.487,15.9,785.8,8429.8
MAIZE,9.71,102,0.588,31.8,213.1,45423.69
RICE,6.9,68,0.714,17.8,735.6,27013.26
COTTON,2.97,104,0.778,20.3,611.3,4656.71
SUGARCANE,6.29,21,0.599,16.6,636.0,318999.78
SUGARCANE,9.41,320,0.741,22.5,101.4,510880.59
PULSES,3.13,22,0.545,18.3,204.5,2163.53
MAIZE,6.39,32,0.785,19.9,635.5,41483.8
SUGARCANE,5.02,235,0.72,30.6,486.8,368631.62
RICE,3.94,48,0.463,30.9,207.7,13030.8
WHEAT,9.85,120,0.781,17.0,694.9,32143.14
WHEAT,9.53,10,0.464,27.2,723.2,24364.78
PULSES,2.79,24,0.722,24.3,143.7,1846.65
RICE,1.54,52,0.511,32.2,624.9,4236.79
MAIZE,2.78,19,0.558,28.9,412.8,12907.58
MAIZE,4.95,74,0.701,19.5,252.8,34193.74
PULSES,5.13,22,0.716,28.0,400.7,5139.43
MAIZE,1.94,28,0.843,22.0,63.2,9209.5
PULSES,6.03,54,0.77,31.7,321.6,5970.65
PULSES,4.38,15,0.83,25.6,731.8,4391.73
RICE,7.88,62,0.693,29.7,640.3,35150.76
COTTON,0.52,14,0.7,31.1,797.8,853.25
PULSES,1.41,73,0.517,31.2,665.4,989.37
MAIZE,1.68,54,0.537,34.9,438.7,6660.25
MAIZE,4.04,108,0.675,15.5,506.4,23729.56
RICE,1.24,54,0.407,31.9,618.5,3943.53
RICE,9.43,68,0.779,26.5,416.7,41211.83
SUGARCANE,2.19,280,0.786,23.0,577.7,162050.77
MAIZE,5.99,109,0.76,30.8,489.0,39317.23
PULSES,2.87,35,0.517,19.8,709.4,2127.48
PULSES,5.51,62,0.662,17.6,450.5,4769.2
RICE,9.69,39,0.597,30.1,509.1,29688.33
WHEAT,0.95,129,0.19,24.8,282.3,1229.92
COTTON,4.35,67,0.792,29.5,360.5,7370.31
RICE,9.53,44,0.654,29.1,690.6,43572.82
RICE,6.81,68,0.455,22.3,521.7,22540.51
SUGARCANE,8.23,209,0.523,34.5,307.0,409321.17
PULSES,4.44,70,0.627,29.2,649.9,3082.19
SUGARCANE,8.71,277,0.838,17.1,657.7,613998.2
WHEAT,8.07,52,0.775,18.3,700.1,29273.09
RICE,9.27,84,0.778,26.4,783.8,42186.63
SUGARCANE,8.72,211,0.32,24.0,248.1,247312.48
COTTON,9.19,64,0.787,21.3,264.8,14521.19
SUGARCANE,1.43,362,0.82,33.1,307.0,90915.13
COTTON,2.28,14,0.435,19.1,669.1,2775.25
RICE,7.06,37,0.84,23.6,275.7,29820.56
MAIZE,8.69,20,0.784,18.3,759.6,55983.44
SUGARCANE,2.82,134,0.845,33.0,133.5,128460.78
SUGARCANE,2.47,209,0.65,24.6,633.3,198180.53
COTTON,9.13,21,0.403,23.4,548.8,10885.32
SUGARCANE,2.75,248,0.798,22.5,412.4,215015.31
PULSES,8.46,63,0.669,17.9,261.5,7555.61
SUGARCANE,4.25,35,0.425,22.8,480.7,227164.24
PULSES,2.04,48,0.591,20.1,372.0,1439.21
SUGARCANE,6.32,215,0.794,28.7,223.0,495483.75
COTTON,7.95,74,0.537,34.3,589.5,8312.28
PULSES,0.65,48,0.813,35.0,578.9,552.24
PULSES,1.0,80,0.823,26.2,124.9,685.87
SUGARCANE,1.85,210,0.652,20.5,138.4,98040.92
WHEAT,1.14,73,0.496,17.8,706.0,2745.44
COTTON,8.06,45,0.735,29.7,617.5,13366.03
SUGARCANE,4.83,151,0.678,31.9,502.6,360715.02
MAIZE,5.68,106,0.71,28.6,516.2,35923.56
COTTON,3.94,71,0.478,16.7,283.6,4433.18
COTTON,5.95,98,0.825,29.7,278.2,10217.41
RICE,1.93,79,0.667,21.6,434.9,8606.46
PULSES,5.08,84,0.694,31.2,696.7,5005.96
COTTON,9.32,30,0.568,18.8,309.0,11184.35
RICE,8.99,48,0.701,33.7,336.5,33050.88
COTTON,2.91,69,0.551,26.8,206.6,3473.92
SUGARCANE,2.96,295,0.817,24.2,699.3,226451.81
RICE,0.59,45,0.715,34.1,682.1,2301.75
PULSES,4.82,39,0.553,24.4,227.3,3375.88
WHEAT,3.01,117,0.573,24.0,734.3,8078.27
MAIZE,9.95,53,0.65,25.9,722.7,68026.14
SUGARCANE,3.38,234,0.452,17.3,119.5,117391.38
RICE,8.64,118,0.747,24.1,634.6,38334.1
MAIZE,8.27,101,0.593,23.3,138.0,26696.56
COTTON,9.56,131,0.826,22.2,555.2,15539.11
MAIZE,4.88,75,0.741,18.3,562.3,31274.25
SUGARCANE,3.71,358,0.691,15.2,430.6,268843.31
COTTON,5.52,99,0.403,23.7,592.7,6775.63
WHEAT,9.26,114,0.754,33.6,636.3,27640.42
SUGARCANE,7.79,236,0.614,23.8,330.9,416211.36
PULSES,2.45,82,0.498,22.5,422.8,1779.75
PULSES,8.18,66,0.807,16.1,378.4,7097.69
MAIZE,1.67,80,0.684,28.2,74.4,7745.98
PULSES,9.2,46,0.696,28.7,632.2,8699.86
WHEAT,2.55,68,0.726,30.7,660.8,9325.7
COTTON,5.88,76,0.563,15.0,509.0,6448.43
WHEAT,3.74,110,0.678,21.1,152.4,12958.95
COTTON,7.3,22,0.727,33.8,240.4,10633.22
SUGARCANE,3.7,282,0.839,19.9,137.3,200998.66
SUGARCANE,7.94,141,0.72,21.2,157.4,629853.53
MAIZE,2.85,66,0.849,34.4,323.9,16469.3
COTTON,5.79,118,0.778,23.9,347.7,9724.26
RICE,2.67,85,0.149,20.0,106.4,2984.58
RICE,6.4,101,0.262,34.3,741.9,9096.92
